prompt,prompt_len,target
The following is a multiple choice question. Context: Skylar sailed close to the edge of the cliff in the wind.| Question: How would Skylar feel afterwards?| Option A: safe| Option B: worried| Option C: happy. The correct answer is ,55,2
The following is a multiple choice question. Context: Kendall got milk for all their friends so they could have it with their snacks.| Question: What will Kendall want to do next?| Option A: Ask for napkin| Option B: enjoy the milk| Option C: Ask for wipe. The correct answer is ,64,2
"The following is a multiple choice question. Context: After a very long search, Kai finally found a new apartment that fits his taste.| Question: What will Kai do next?| Option A: keep searching for another| Option B: clean up the apartment| Option C: thoroughly have a change of mind. The correct answer is ",68,2
The following is a multiple choice question. Context: Skylar had her first baby and was very busy but still found time to cook dinner for the family.| Question: How would you describe Skylar?| Option A: strong now| Option B: makes sacrifices for her family| Option C: hates her family. The correct answer is ,69,2
The following is a multiple choice question. Context: Aubrey sold Robin's clothes on ebay in order to earn extra money for the trip they were taking.| Question: How would Aubrey feel afterwards?| Option A: uncaring| Option B: ashamed to sell on ebay| Option C: happy to have extra money. The correct answer is ,70,3
The following is a multiple choice question. Context: Quinn sent Robin toa good  school outside of the town.| Question: Why did Quinn do this?| Option A: give Robin a good education| Option B: loved| Option C: be alone. The correct answer is ,57,1
The following is a multiple choice question. Context: Quinn asked Austin to describe the weather while he was planning the visit.| Question: Why did Quinn do this?| Option A: did this to be annoying| Option B: did this to increase his awareness| Option C: did this to be nosy. The correct answer is ,68,2
The following is a multiple choice question. Context: Casey broke eye contact after looking at others who were menacing Casey and began to run.| Question: What will Others want to do next?| Option A: escape them| Option B: get far away| Option C: laugh at Casey. The correct answer is ,64,3
The following is a multiple choice question. Context: Sydney ordered dinner for themselves and Kai as they knew Kai well enough to know what they would choose.| Question: What does Sydney need to do before this?| Option A: listen intently to Kai| Option B: ignore Kai completely| Option C: spend no time with Kai. The correct answer is ,72,1
The following is a multiple choice question. Context: Ash finally sold Casey's house for them which they wanted to do for years.| Question: What will Ash want to do next?| Option A: find a new house| Option B: make money| Option C: contact Casey. The correct answer is ,64,2
The following is a multiple choice question. Context: Remy harvested cucumbers and peppers from the vegetable garden in their backyard.| Question: What does Remy need to do before this?| Option A: make a delicious salad| Option B: give the peppers and cucumbers away| Option C: purchase seeds to plant. The correct answer is ,67,3
"The following is a multiple choice question. Context: Remy started reading a good book, but the ending was disappointing.| Question: Why did Remy do this?| Option A: Because Remy wanted to write the ending| Option B: Because Remy likes to read| Option C: write a review of the book. The correct answer is ",68,2
The following is a multiple choice question. Context: Addison set sail for Jordan during the long campaign with the Ottomans.| Question: How would Addison feel afterwards?| Option A: As someone going on a campaign| Option B: sailing| Option C: anticipatory. The correct answer is ,60,3
