prompt,prompt_len,target
"The girl counted the notes in a businesslike manner, secured them in her handbag, and rose. | The girl had counted the notes before burning them.",32,1
you know like i bring her i bought her a blanket and i had this girl hand crocheted her a lap blanket you know because she sits in a wheel chair but she can walk they just sit them in wheel chairs and i told her uh i came up there the following week and it was gone i said where is it she said in the washer i said i tell you what when i come back it better be here because they went to the washer we didn't find it i said you all better find it | I brought a blanket to her in the nursing home.,115,0
One important determinant of the effect on national saving is the funding source for the individual accounts. | Funding individual accounts through additional taxes would increase national savings.,31,0
"Porto Cervo is the coast's fashionable center, but Baia Sardinia competes with its craggy coastline. | Porto Cervo is known as a dump.",33,1
"The promise has to do with the intervention's likelihood of success in the ED, not with its success in other settings. | The promise was about how likely the intervention would fail in the end",40,1
"(Is it my imagination, though, or have those lips become even more pillowy? | I believe the lips have become more pillowy.",30,0
Their kidnapping of Miss Tuppence is the countermove to your escape. | Miss Tuppence wasn't kidnapped by them or anyone else.,31,1
"I fled into the west and within five days I was lost, out of water, and delirious with exhaustion. | I went east for two days.",32,1
"But I took his number, and I'll send him a postal order to-morrow, so that he won't lose by it if he happens to be genuine. | I sent him his postal order a week ago.",47,1
that's pathetic that's pathetic it's | That's pathetic,17,0
"It always hurts to be constrained, but sometimes it's worth it if your neighbors are constrained too. | It's never worth to be constrained, not even if your neighbors are too.",40,1
You're sure a trustin' fella. Shannon's fingers hooked to the front of the gun belt riding low on the hip. | Shannon did not have a gun on him.,39,1
"Those benefits may be defined in terms of specified benefits, such as health care, tuition assistance, or legal services, which are provided to retirees as the need for those benefits arises, such as certain health care benefits. | Retirees have no benefit necessities.",52,1
"Tuppence always said that she was looking out for  "" He stopped abruptly, his face crimsoning, but Julius was in no way discomposed. | His face turned red with embarrassment while talking about Tuppence, but Julius's composure didn't change.",57,0
That was when dinosaurs attacked. | The dinosaurs were totally peaceful.,14,1
"That may be so but I have, said Julius dryly. | Julius has done it despite some other circumstance.",24,0
He collapsed screaming. | After he was stabbed he collapsed screaming.,14,0
It'll be dealt with. | I called someone to deal with it.,17,0
"Virtually every church in the state, the top strategists from both parties, the state chamber of commerce, and thousands of grassroots organizers banded together to defeat poker. | Everyone in the state, from the churches to the political parties, joined together to save poker.",54,1
"Besides, when I was boy, I dreamed, as all boys do, of running off to the circus. | Girls do not have dreams.",30,1
"yeah restructuring | Yes, reorganizing.",9,0
"Once again, critics declare Francis Ford Coppola's masterwork (re-released on its 25 th anniversary) the quintessential American epic. | The movie is deemed excellent.",37,0
"The sun must have been moving fast enough so that no single spot became too hot, or else the phlogiston layer somehow dissipated the heat. | No spot became too hot, because the sun was moving fast.",44,0
"rehabilitate or you know restore anybody i think it'll only make them worse but i i believe that God can come in and change a person's heart and genuinely change it but that doesn't negate that you do reap what you sow and if you do kill a person and it is you know you're found to be guilty i believe God establishes the authority of our court system and i believe that you know that i do believe that capital punishment is uh alternative even you know God can still change your heart but that doesn't mean like the alcoholic that charges up all the bills on the credit card or the shopaholic you know you get your life right with God but you still have to pay your Visa bill you still have to | I don't think prisons can help people, we should just pray for them.",169,1
